Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Establishment_Age
FDA10,20.35,Low Fat,0.142393712,Snack Foods,122.7072,2009,Medium,Tier 3,Supermarket Type2,1470.0864,15
FDS20,8.85,Low Fat,0.053976156,Fruits and Vegetables,181.5292,2002,Small,Tier 2,Supermarket Type1,1277.0044,22
FDA07,7.55,Regular,0.03107068,Fruits and Vegetables,122.4072,2009,Medium,Tier 3,Supermarket Type2,857.5504,15
FDR08,18.7,Low Fat,0.03761584,Fruits and Vegetables,109.1886,2004,Small,Tier 2,Supermarket Type1,1890.2062,20
FDM44,13.22266369047619,Low Fat,0.054363971,Fruits and Vegetables,105.099,1985,Small,Tier 1,Grocery Store,103.199,39
FDI22,12.6,Low Fat,0.161039887,Snack Foods,210.2612,1998,Small,Tier 3,Grocery Store,418.1224,26
NCM07,9.395,Low Fat,0.040023967,Others,85.5908,1999,Medium,Tier 1,Supermarket Type1,1006.6896,25
FDN46,7.21,Regular,0.06072282399802762,Snack Foods,103.1332,2007,Small,Tier 2,Supermarket Type1,3281.0624,17
NCW53,18.35,Low Fat,0.030619301,Health and Hygiene,194.0162,2009,Medium,Tier 3,Supermarket Type2,2886.243,15
FDZ51,11.3,Regular,0.054637635,Meat,93.3094,1999,Medium,Tier 1,Supermarket Type1,3046.7008,25
FDT04,17.25,Low Fat,0.06101449825,Frozen Foods,40.8822,2009,Medium,Tier 3,Supermarket Type2,628.5152,15
FDZ48,12.296461100569259,Low Fat,0.132995494,Baking Goods,113.5544,1985,Small,Tier 1,Grocery Store,223.7088,39
FDA08,11.85,Regular,0.050085152,Fruits and Vegetables,164.7526,1997,Small,Tier 1,Supermarket Type1,1315.6208,27
DRN37,9.6,Low Fat,0.096689673,Soft Drinks,168.0158,2009,Medium,Tier 3,Supermarket Type2,1336.9264,15
FDD35,12.15,Low Fat,0.026010729,Starchy Foods,119.144,2007,Small,Tier 2,Supermarket Type1,2157.192,17
FDZ48,17.75,Low Fat,0.075959623,Baking Goods,112.4544,1997,Small,Tier 1,Supermarket Type1,2460.7968,27
NCN54,20.35,Low Fat,0.021413346,Household,76.2328,2009,Medium,Tier 3,Supermarket Type2,463.3968,15
FDU32,8.785,Low Fat,0.06072282399802762,Fruits and Vegetables,120.5414,1987,High,Tier 3,Supermarket Type1,1583.9382,37
FDK41,12.870898876404494,Low Fat,0.126924095,Frozen Foods,87.2224,1985,Medium,Tier 3,Supermarket Type3,3494.1184,39
FDR44,6.11,Regular,0.103340142,Fruits and Vegetables,131.2968,2009,Medium,Tier 3,Supermarket Type2,913.4776,15
NCK29,13.175058548009366,Low Fat,0.05861472116898396,Health and Hygiene,125.173,1985,Medium,Tier 3,Supermarket Type3,3572.017,39
FDT09,15.15,Regular,0.012288171,Snack Foods,129.9284,2002,Small,Tier 2,Supermarket Type1,2241.0828,22
FDR11,10.5,Regular,0.142827296,Breads,159.4578,2002,Small,Tier 2,Supermarket Type1,3048.6982,22
FDD57,13.22266369047619,Low Fat,0.022291121,Fruits and Vegetables,93.6094,1985,Medium,Tier 3,Supermarket Type3,3713.1666,39
FDT10,16.7,Regular,0.061992874,Snack Foods,60.9562,1987,High,Tier 3,Supermarket Type1,355.5372,37
FDR51,9.035,Regular,0.17417636,Meat,148.9708,2009,Medium,Tier 3,Supermarket Type2,2257.062,15
NCK17,11.0,Low Fat,0.037953762,Health and Hygiene,38.448,1999,Medium,Tier 1,Supermarket Type1,1198.44,25
FDY07,11.8,Low Fat,0.122289654,Fruits and Vegetables,46.3402,2007,Small,Tier 2,Supermarket Type1,275.6412,17
FDT14,10.695,Regular,0.128247408,Dairy,121.844,2009,Medium,Tier 3,Supermarket Type2,2277.036,15
FDJ21,12.999704684317718,Regular,0.038341654,Snack Foods,146.2102,1985,Medium,Tier 3,Supermarket Type3,4228.4958,39
NCR42,9.105,Low Fat,0.038699553,Household,33.79,2007,Small,Tier 2,Supermarket Type1,199.74,17
DRG37,16.2,Low Fat,0.01940856,Soft Drinks,156.7972,1999,Medium,Tier 1,Supermarket Type1,3739.1328,25
FDI24,12.296461100569259,Low Fat,0.137870237,Baking Goods,175.037,1985,Small,Tier 1,Grocery Store,352.874,39
FDJ22,18.75,Low Fat,0.052800258,Snack Foods,193.2504,2004,Small,Tier 2,Supermarket Type1,2684.5056,20
FDT28,13.3,Low Fat,0.06355415,Frozen Foods,149.4708,2004,Small,Tier 2,Supermarket Type1,1354.2372,20
FDH38,6.425,Low Fat,0.01043823,Canned,115.8808,1997,Small,Tier 1,Supermarket Type1,1757.712,27
FDT43,16.35,Low Fat,0.020589623,Fruits and Vegetables,53.2324,2002,Small,Tier 2,Supermarket Type1,727.0536,22
FDX04,19.6,Regular,0.041806702,Frozen Foods,48.8376,2007,Small,Tier 2,Supermarket Type1,527.3136,17
FDV46,18.2,Low Fat,0.012679191,Snack Foods,139.818,2007,Small,Tier 2,Supermarket Type1,838.908,17
FDP10,19.0,Low Fat,0.128289285,Snack Foods,104.9622,1999,Medium,Tier 1,Supermarket Type1,1164.4842,25
NCA53,11.395,Low Fat,0.009878459,Health and Hygiene,47.6034,1997,Small,Tier 1,Supermarket Type1,1312.2918,27
FDL52,6.635,Regular,0.046090204,Frozen Foods,37.1506,1997,Small,Tier 1,Supermarket Type1,834.9132,27
FDQ32,17.85,Regular,0.046680961,Fruits and Vegetables,121.9388,1999,Medium,Tier 1,Supermarket Type1,3962.8416,25
FDT37,14.15,Low Fat,0.03546967,Canned,256.3014,2007,Small,Tier 2,Supermarket Type1,4845.0266,17
NCO43,5.5,Low Fat,0.047290068,Others,100.5016,2009,Medium,Tier 3,Supermarket Type2,1416.8224,15
FDI53,8.895,Regular,0.13842353,Frozen Foods,163.0236,2007,Small,Tier 2,Supermarket Type1,1127.8652,17
FDO19,17.7,Regular,0.027779381,Fruits and Vegetables,50.1034,1998,Small,Tier 3,Grocery Store,97.2068,26
FDG12,12.296461100569259,Regular,0.08340055660489883,Baking Goods,121.3098,1985,Small,Tier 1,Grocery Store,120.5098,39
FDG53,10.0,Low Fat,0.046043736,Frozen Foods,140.618,2009,Medium,Tier 3,Supermarket Type2,2376.906,15
FDK36,7.09,Low Fat,0.007215314,Baking Goods,47.6034,1997,Small,Tier 1,Supermarket Type1,1458.102,27
FDR55,12.15,Regular,0.132083542,Fruits and Vegetables,189.5872,1997,Small,Tier 1,Supermarket Type1,3403.5696,27
FDV16,7.75,Regular,0.083399788,Frozen Foods,34.5558,2007,Small,Tier 2,Supermarket Type1,441.4254,17
FDS31,13.22266369047619,Regular,0.043978369,Fruits and Vegetables,178.4318,1985,Medium,Tier 3,Supermarket Type3,2526.0452,39
NCK06,5.03,Low Fat,0.008639333,Household,122.2756,1987,High,Tier 3,Supermarket Type1,2059.9852,37
FDN03,9.8,Regular,0.015089965,Meat,249.6408,1997,Small,Tier 1,Supermarket Type1,1001.3632,27
NCT30,13.375206117021275,Low Fat,0.140582485,Household,47.1718,1985,Small,Tier 1,Grocery Store,141.8154,39
FDE11,17.7,Regular,0.06072282399802762,Starchy Foods,183.5924,2004,Small,Tier 2,Supermarket Type1,7033.5112,20
FDM03,12.65,Low Fat,0.123007534,Meat,106.0938,2004,Small,Tier 2,Supermarket Type1,2679.845,20
NCP05,19.6,Low Fat,0.06101449825,Health and Hygiene,150.3024,2009,Medium,Tier 3,Supermarket Type2,2580.6408,15
FDJ41,6.85,Low Fat,0.02288328,Frozen Foods,261.2594,1997,Small,Tier 1,Supermarket Type1,2878.2534,27
FDR47,11.36758620689655,Low Fat,0.087045086,Breads,196.7794,1985,Medium,Tier 3,Supermarket Type3,6242.5408,39
FDK36,7.09,Low Fat,0.007256127,Baking Goods,50.4034,2007,Small,Tier 2,Supermarket Type1,340.2238,17
FDQ23,6.55,Low Fat,0.024664556,Breads,103.3332,2007,Small,Tier 2,Supermarket Type1,2050.664,17
NCK42,13.375206117021275,Low Fat,0.013056494,Household,215.9192,1985,Medium,Tier 3,Supermarket Type3,7334.4528,39
NCO06,19.25,Low Fat,0.180820798,Household,35.9558,1998,Small,Tier 3,Grocery Store,67.9116,26
FDV24,5.635,Low Fat,0.103693024,Baking Goods,149.905,2009,Medium,Tier 3,Supermarket Type2,2546.685,15
FDK40,7.035,Low Fat,0.021849398,Frozen Foods,262.091,1997,Small,Tier 1,Supermarket Type1,4207.856,27
FDT23,7.72,Regular,0.074731477,Breads,77.5986,1997,Small,Tier 1,Supermarket Type1,1947.465,27
FDB50,13.0,Low Fat,0.154244343,Canned,77.9986,2009,Medium,Tier 3,Supermarket Type2,1168.479,15
NCF43,8.51,Low Fat,0.06072282399802762,Household,142.147,1999,Medium,Tier 1,Supermarket Type1,1717.764,25
FDU26,13.442754010695188,Regular,0.042412572,Dairy,119.0782,1985,Medium,Tier 3,Supermarket Type3,1549.3166,39
FDC10,9.8,Regular,0.072990979,Snack Foods,121.6098,1999,Medium,Tier 1,Supermarket Type1,1566.6274,25
FDK51,19.85,Low Fat,0.005243282,Dairy,266.1884,1999,Medium,Tier 1,Supermarket Type1,3179.8608,25
FDV09,12.1,Low Fat,0.034427577,Snack Foods,146.6734,1998,Small,Tier 3,Grocery Store,296.9468,26
DRL37,15.5,Low Fat,0.053455158,Soft Drinks,43.677,1999,Medium,Tier 1,Supermarket Type1,562.601,25
FDQ45,9.5,Regular,0.08340055660489883,Snack Foods,182.3608,1998,Small,Tier 3,Grocery Store,1102.5648,26
FDO45,12.999704684317718,Regular,0.037768989,Snack Foods,88.5856,1985,Medium,Tier 3,Supermarket Type3,1845.5976,39
FDP27,8.155,Low Fat,0.119428052,Meat,190.853,2004,Small,Tier 2,Supermarket Type1,2466.789,20
NCE07,8.18,Low Fat,0.013183517,Household,143.1154,2009,Medium,Tier 3,Supermarket Type2,1843.6002,15
FDL26,12.33193820224719,Low Fat,0.072838381,Canned,155.2972,1985,Medium,Tier 3,Supermarket Type3,5141.3076,39
FDL09,19.6,Regular,0.128235131,Snack Foods,169.2816,1999,Medium,Tier 1,Supermarket Type1,1174.4712,25
NCA17,20.6,Low Fat,0.06072282399802762,Health and Hygiene,148.8392,1997,Small,Tier 1,Supermarket Type1,2684.5056,27
NCL29,9.695,Low Fat,0.114583922,Health and Hygiene,156.4604,2007,Small,Tier 2,Supermarket Type1,2535.3664,17
FDS20,8.85,Low Fat,0.054171606,Fruits and Vegetables,183.9292,2007,Small,Tier 2,Supermarket Type1,2918.8672,17
NCD19,8.93,Low Fat,0.06072282399802762,Household,53.2614,1999,Medium,Tier 1,Supermarket Type1,552.614,25
FDF05,17.5,Low Fat,0.026912667,Frozen Foods,261.291,1999,Medium,Tier 1,Supermarket Type1,3418.883,25
FDI44,16.1,Low Fat,0.100799828,Fruits and Vegetables,78.4328,2007,Small,Tier 2,Supermarket Type1,1467.4232,17
NCY29,13.65,Low Fat,0.077390746,Health and Hygiene,54.693,2002,Small,Tier 2,Supermarket Type1,679.116,22
FDC60,5.425,Regular,0.191603334,Baking Goods,87.0514,1998,Small,Tier 3,Grocery Store,88.5514,26
DRL49,13.15,Low Fat,0.056543464,Soft Drinks,140.5812,2002,Small,Tier 2,Supermarket Type1,427.4436,22
FDT39,6.26,Regular,0.009923732,Meat,152.8366,2007,Small,Tier 2,Supermarket Type1,3778.415,17
FDE50,19.7,Regular,0.016238512,Canned,186.4556,2002,Small,Tier 2,Supermarket Type1,5069.4012,22
FDK25,12.717272727272727,Regular,0.156072361,Breakfast,169.3474,1985,Medium,Tier 3,Supermarket Type3,3874.2902,39
DRK13,11.8,Low Fat,0.115636723,Soft Drinks,199.7084,2009,Medium,Tier 3,Supermarket Type2,3571.3512,15
DRD24,13.85,Low Fat,0.030920531,Soft Drinks,141.0154,2009,Medium,Tier 3,Supermarket Type2,1701.7848,15
FDX60,14.35,Low Fat,0.080594133,Baking Goods,80.996,1997,Small,Tier 1,Supermarket Type1,1757.712,27
FDT40,12.870898876404494,Low Fat,0.167725251,Frozen Foods,128.3678,1985,Small,Tier 1,Grocery Store,127.1678,39
FDJ20,20.7,Regular,0.100378096,Fruits and Vegetables,122.4388,2002,Small,Tier 2,Supermarket Type1,1238.388,22
FDI58,7.64,Regular,0.070847865,Snack Foods,91.712,2002,Small,Tier 2,Supermarket Type1,2050.664,22
FDX04,19.6,Regular,0.04163619,Frozen Foods,47.3376,1999,Medium,Tier 1,Supermarket Type1,1150.5024,25
FDK55,18.5,Low Fat,0.025756826,Meat,87.2172,2004,Small,Tier 2,Supermarket Type1,802.9548,20
NCH06,12.3,Low Fat,0.076987408,Household,247.946,2007,Small,Tier 2,Supermarket Type1,3202.498,17
NCG54,12.1,Low Fat,0.079968115,Household,170.8106,2002,Small,Tier 2,Supermarket Type1,4619.9862,22
FDN46,7.21,Regular,0.14460413,Snack Foods,102.6332,2004,Small,Tier 2,Supermarket Type1,2153.1972,20
FDS46,17.6,Regular,0.047524635,Snack Foods,118.2782,2007,Small,Tier 2,Supermarket Type1,715.0692,17
FDM24,6.135,Regular,0.079776075,Baking Goods,152.8366,2007,Small,Tier 2,Supermarket Type1,1964.7758,17
NCC07,19.6,Low Fat,0.023988387,Household,104.5964,1999,Medium,Tier 1,Supermarket Type1,1262.3568,25
DRG51,12.1,Low Fat,0.011563024,Dairy,164.9526,2002,Small,Tier 2,Supermarket Type1,2302.3364,22
NCS53,14.5,Low Fat,0.089703476,Health and Hygiene,158.3604,1987,High,Tier 3,Supermarket Type1,1109.2228,37
FDC33,8.96,Regular,0.06893834,Fruits and Vegetables,196.4768,1997,Small,Tier 1,Supermarket Type1,2561.9984,27
FDD14,20.7,Low Fat,0.169667145,Canned,183.5266,1987,High,Tier 3,Supermarket Type1,4426.2384,37
FDJ52,7.145,Low Fat,0.017814518,Frozen Foods,159.8578,1999,Medium,Tier 1,Supermarket Type1,2246.4092,25
FDV33,9.6,Regular,0.027399064,Snack Foods,258.3304,2002,Small,Tier 2,Supermarket Type1,4133.2864,22
FDY33,14.5,Regular,0.097398254,Snack Foods,157.4262,2002,Small,Tier 2,Supermarket Type1,3978.155,22
FDA57,18.85,Low Fat,0.039723999,Snack Foods,41.048,2002,Small,Tier 2,Supermarket Type1,918.804,22
DRC27,13.8,Low Fat,0.05843112,Dairy,243.6802,2007,Small,Tier 2,Supermarket Type1,1965.4416,17
FDA27,20.35,Regular,0.030990354,Dairy,256.3672,2002,Small,Tier 2,Supermarket Type1,1022.6688,22
FDO57,20.75,Low Fat,0.108689606,Snack Foods,159.3578,2004,Small,Tier 2,Supermarket Type1,4492.8184,20
FDZ44,8.185,Low Fat,0.038721734,Fruits and Vegetables,115.8808,2004,Small,Tier 2,Supermarket Type1,1523.3504,20
FDA58,9.395,Low Fat,0.103664897,Snack Foods,233.6932,1987,High,Tier 3,Supermarket Type1,1414.1592,37
DRB01,7.39,Low Fat,0.082367244,Soft Drinks,187.753,1999,Medium,Tier 1,Supermarket Type1,1518.024,25
FDX45,16.75,Low Fat,0.105282932,Snack Foods,156.963,2009,Medium,Tier 3,Supermarket Type2,2816.334,15
FDY12,9.8,Regular,0.141406394,Baking Goods,50.0008,2007,Small,Tier 2,Supermarket Type1,506.008,17
NCZ29,15.0,Low Fat,0.071516201,Health and Hygiene,127.7362,2002,Small,Tier 2,Supermarket Type1,1761.7068,22
FDF09,6.215,Low Fat,0.012198395,Fruits and Vegetables,37.4848,2009,Medium,Tier 3,Supermarket Type2,186.424,15
FDR48,11.65,Low Fat,0.132248069,Baking Goods,150.5024,2007,Small,Tier 2,Supermarket Type1,3187.8504,17
NCH29,5.51,Low Fat,0.034445116,Health and Hygiene,95.8726,1987,High,Tier 3,Supermarket Type1,2153.1972,37
FDN08,7.72,Regular,0.088543868,Fruits and Vegetables,117.5466,2002,Small,Tier 2,Supermarket Type1,824.9262,22
NCN30,16.35,Low Fat,0.016979063,Household,97.441,1987,High,Tier 3,Supermarket Type1,772.328,37
FDN58,13.8,Regular,0.056825065,Snack Foods,230.9984,1987,High,Tier 3,Supermarket Type1,4633.968,37
FDF50,4.905,Low Fat,0.1175683,Canned,197.6768,2002,Small,Tier 2,Supermarket Type1,2956.152,22
NCR54,16.35,Low Fat,0.090562192,Household,198.211,1997,Small,Tier 1,Supermarket Type1,1964.11,27
FDQ21,21.25,Low Fat,0.019423232,Snack Foods,120.8756,1997,Small,Tier 1,Supermarket Type1,3150.5656,27
FDA13,15.85,Low Fat,0.078489577,Canned,39.9506,1987,High,Tier 3,Supermarket Type1,645.1602,37
FDY47,8.6,Regular,0.054706408,Breads,128.931,2009,Medium,Tier 3,Supermarket Type2,1428.141,15
NCF31,9.13,Low Fat,0.051804278,Household,150.2024,1987,High,Tier 3,Supermarket Type1,1821.6288,37
FDL44,13.22266369047619,Low Fat,0.012215675,Fruits and Vegetables,162.7894,1985,Medium,Tier 3,Supermarket Type3,5500.8396,39
FDT51,12.791437125748503,Regular,0.019117392,Meat,110.6544,1985,Small,Tier 1,Grocery Store,223.7088,39
NCF31,13.375206117021275,Low Fat,0.090778148,Household,153.1024,1985,Small,Tier 1,Grocery Store,303.6048,39
NCK31,10.895,Low Fat,0.027047774,Others,50.6666,1997,Small,Tier 1,Supermarket Type1,666.4658,27
DRM47,9.3,Low Fat,0.043874493,Hard Drinks,191.0846,2002,Small,Tier 2,Supermarket Type1,1337.5922,22
FDL40,17.7,Low Fat,0.011603492,Frozen Foods,97.741,1987,High,Tier 3,Supermarket Type1,1158.492,37
FDP40,4.555,Regular,0.034350673,Frozen Foods,112.7544,2004,Small,Tier 2,Supermarket Type1,1789.6704,20
NCJ31,19.2,Low Fat,0.183686937,Others,241.8196,2007,Small,Tier 2,Supermarket Type1,1687.1372,17
FDT50,13.442754010695188,Regular,0.107714834,Dairy,97.8752,1985,Medium,Tier 3,Supermarket Type3,2109.2544,39
FDG21,17.35,Regular,0.146299902,Seafood,150.405,1997,Small,Tier 1,Supermarket Type1,3894.93,27
FDM03,12.65,Low Fat,0.123531974,Meat,108.2938,2009,Medium,Tier 3,Supermarket Type2,535.969,15
FDO11,8.0,Regular,0.030311951,Breads,247.4092,1999,Medium,Tier 1,Supermarket Type1,6972.2576,25
FDX26,17.7,Low Fat,0.087986599,Dairy,181.4292,2002,Small,Tier 2,Supermarket Type1,2918.8672,22
FDF39,14.85,Regular,0.019590769,Dairy,261.591,2009,Medium,Tier 3,Supermarket Type2,2366.919,15
FDL57,15.1,Regular,0.067064128,Snack Foods,257.9304,2004,Small,Tier 2,Supermarket Type1,6458.26,20
FDO44,12.6,Low Fat,0.087630566,Fruits and Vegetables,110.0228,2002,Small,Tier 2,Supermarket Type1,3205.1612,22
NCY41,16.75,Low Fat,0.075721301,Health and Hygiene,34.3532,2004,Small,Tier 2,Supermarket Type1,1042.6428,20
FDL08,10.8,Low Fat,0.049719026,Fruits and Vegetables,246.7144,1997,Small,Tier 1,Supermarket Type1,5145.3024,27
NCV30,20.2,Low Fat,0.065932087,Household,64.851,1997,Small,Tier 1,Supermarket Type1,948.765,27
FDL45,12.999704684317718,Low Fat,0.037505332,Snack Foods,126.2704,1985,Medium,Tier 3,Supermarket Type3,4255.7936,39
FDK09,15.2,Low Fat,0.092282353,Snack Foods,227.2352,2007,Small,Tier 2,Supermarket Type1,4122.6336,17
FDQ58,7.315,Low Fat,0.01532563,Snack Foods,153.434,1999,Medium,Tier 1,Supermarket Type1,459.402,25
FDA28,16.1,Regular,0.047996608,Frozen Foods,127.0362,2009,Medium,Tier 3,Supermarket Type2,1384.1982,15
FDA02,13.442754010695188,Regular,0.052040539,Dairy,143.1786,1985,Small,Tier 1,Grocery Store,288.9572,39
NCC54,17.75,Low Fat,0.097629611,Health and Hygiene,240.4196,1987,High,Tier 3,Supermarket Type1,4579.3724,37
FDA55,17.2,Regular,0.057221177,Fruits and Vegetables,225.4088,2009,Medium,Tier 3,Supermarket Type2,2460.7968,15
NCJ43,6.635,Low Fat,0.045308629,Household,173.1396,1998,Small,Tier 3,Grocery Store,348.8792,26
NCB19,13.375206117021275,Low Fat,0.158096128,Household,86.3882,1985,Small,Tier 1,Grocery Store,85.8882,39
FDA19,7.52,Low Fat,0.055127499,Fruits and Vegetables,128.2994,1997,Small,Tier 1,Supermarket Type1,3983.4814,27
FDD35,12.15,Low Fat,0.025842905,Starchy Foods,119.844,1987,High,Tier 3,Supermarket Type1,599.22,37
FDK08,9.195,Regular,0.122802943,Fruits and Vegetables,100.1016,2009,Medium,Tier 3,Supermarket Type2,1113.2176,15
FDN27,12.791437125748503,Low Fat,0.039370913,Meat,116.9808,1985,Medium,Tier 3,Supermarket Type3,3866.9664,39
NCC19,13.375206117021275,Low Fat,0.096411426,Household,192.982,1985,Medium,Tier 3,Supermarket Type3,4633.968,39
FDL16,12.85,Low Fat,0.16871476,Frozen Foods,47.306,1999,Medium,Tier 1,Supermarket Type1,1071.938,25
NCL54,13.375206117021275,Low Fat,0.082353076,Household,176.9054,1985,Medium,Tier 3,Supermarket Type3,4202.5296,39
FDR33,7.31,Low Fat,0.026830586,Snack Foods,108.057,1999,Medium,Tier 1,Supermarket Type1,2087.283,25
FDD52,18.25,Regular,0.183260221,Dairy,108.557,2004,Small,Tier 2,Supermarket Type1,1208.427,20
FDV33,9.6,Regular,0.027386122,Snack Foods,259.2304,1999,Medium,Tier 1,Supermarket Type1,4649.9472,25
FDF21,10.3,Regular,0.06072282399802762,Fruits and Vegetables,191.153,2004,Small,Tier 2,Supermarket Type1,1707.777,20
FDM56,16.7,Low Fat,0.06101449825,Fruits and Vegetables,109.1912,2009,Medium,Tier 3,Supermarket Type2,545.956,15
FDB12,11.15,Regular,0.105287746,Baking Goods,103.2648,2004,Small,Tier 2,Supermarket Type1,2388.8904,20
FDI48,11.85,Regular,0.06072282399802762,Baking Goods,51.2666,2004,Small,Tier 2,Supermarket Type1,410.1328,20
FDH09,12.6,Low Fat,0.05616476,Seafood,51.8982,1999,Medium,Tier 1,Supermarket Type1,473.3838,25
FDQ36,7.855,Regular,0.06072282399802762,Baking Goods,38.3848,1997,Small,Tier 1,Supermarket Type1,932.12,27
FDY16,18.35,Regular,0.092150005,Frozen Foods,184.8266,1987,High,Tier 3,Supermarket Type1,3872.9586,37
NCM43,13.818382352941176,Low Fat,0.01938106,Others,164.321,1985,Medium,Tier 3,Supermarket Type3,5546.114,39
FDF59,12.5,Low Fat,0.071534226,Starchy Foods,124.902,2009,Medium,Tier 3,Supermarket Type2,1771.028,15
NCR38,17.25,Low Fat,0.113497001,Household,253.4724,2004,Small,Tier 2,Supermarket Type1,755.0172,20
FDY13,12.1,Low Fat,0.030121709,Canned,78.067,2004,Small,Tier 2,Supermarket Type1,2220.443,20
FDC40,16.0,Regular,0.065051586,Dairy,76.1986,2004,Small,Tier 2,Supermarket Type1,1090.5804,20
FDT11,5.94,Regular,0.029538509,Breads,189.4556,2007,Small,Tier 2,Supermarket Type1,1877.556,17
FDT59,13.65,Low Fat,0.015976249,Breads,230.2668,2009,Medium,Tier 3,Supermarket Type2,2994.7684,15
NCU54,8.88,Low Fat,0.098622378,Household,208.427,1997,Small,Tier 1,Supermarket Type1,5452.902,27
FDG34,11.5,Regular,0.062885197,Snack Foods,106.7254,1998,Small,Tier 3,Grocery Store,542.627,26
FDQ36,7.855,Regular,0.162461219,Baking Goods,39.2848,2007,Small,Tier 2,Supermarket Type1,857.5504,17
DRZ11,8.85,Regular,0.112840108,Soft Drinks,122.0388,1999,Medium,Tier 1,Supermarket Type1,1238.388,25
FDT55,13.6,Regular,0.043902087,Fruits and Vegetables,157.0946,2007,Small,Tier 2,Supermarket Type1,5522.811,17
NCV53,8.27,Low Fat,0.018797945,Health and Hygiene,241.288,1987,High,Tier 3,Supermarket Type1,5512.824,37
FDQ33,12.999704684317718,Low Fat,0.05861472116898396,Snack Foods,151.6708,1985,Medium,Tier 3,Supermarket Type3,4815.0656,39
NCJ54,9.895,Low Fat,0.060017128,Household,230.8642,1987,High,Tier 3,Supermarket Type1,4414.9198,37
FDY16,12.870898876404494,Regular,0.16147714,Frozen Foods,186.2266,1985,Small,Tier 1,Grocery Store,1106.5596,39
NCN07,18.5,Low Fat,0.033944698,Others,129.9284,1997,Small,Tier 1,Supermarket Type1,1054.6272,27
FDO01,21.1,Regular,0.020803054,Breakfast,129.7994,2009,Medium,Tier 3,Supermarket Type2,1284.994,15
FDP32,6.65,Low Fat,0.08816538,Fruits and Vegetables,126.8678,2007,Small,Tier 2,Supermarket Type1,1780.3492,17
NCN07,18.5,Low Fat,0.034082974,Others,130.9284,2009,Medium,Tier 3,Supermarket Type2,1977.426,15
DRN47,11.409116022099449,Low Fat,0.016745264,Hard Drinks,180.766,1985,Medium,Tier 3,Supermarket Type3,3056.022,39
NCM18,13.0,Low Fat,0.083009876,Household,61.1194,2002,Small,Tier 2,Supermarket Type1,2352.9372,22
FDD40,13.442754010695188,Regular,0.014721719,Dairy,193.6162,1985,Medium,Tier 3,Supermarket Type3,5195.2374,39
FDW47,15.0,Low Fat,0.046375227,Breads,122.8414,1997,Small,Tier 1,Supermarket Type1,731.0484,27
FDI45,13.1,Low Fat,0.037639672,Fruits and Vegetables,175.6054,1999,Medium,Tier 1,Supermarket Type1,1050.6324,25
FDJ46,11.1,Low Fat,0.04500603,Snack Foods,174.0054,2009,Medium,Tier 3,Supermarket Type2,2101.2648,15
FDD38,16.75,Regular,0.013711274,Canned,100.2674,1998,Small,Tier 3,Grocery Store,203.7348,26
FDS37,7.655,Low Fat,0.032009653,Canned,117.2492,2002,Small,Tier 2,Supermarket Type1,2432.8332,22
FDY60,10.5,Regular,0.026424424,Baking Goods,145.2128,2002,Small,Tier 2,Supermarket Type1,3739.1328,22
FDP13,8.1,Regular,0.134870732,Canned,41.948,2009,Medium,Tier 3,Supermarket Type2,199.74,15
FDM28,15.7,Low Fat,0.045295529,Frozen Foods,181.366,2002,Small,Tier 2,Supermarket Type1,1977.426,22
FDY33,14.5,Regular,0.097750937,Snack Foods,159.7262,2007,Small,Tier 2,Supermarket Type1,5728.5432,17
NCM54,17.7,Low Fat,0.05089667,Household,125.5678,1987,High,Tier 3,Supermarket Type1,1398.8458,37
FDK04,7.36,Low Fat,0.052312034,Frozen Foods,58.5588,1997,Small,Tier 1,Supermarket Type1,801.6232,27
NCI42,18.75,Low Fat,0.010363586,Household,207.1954,2004,Small,Tier 2,Supermarket Type1,1667.1632,20
FDF45,18.2,Regular,0.012254429,Fruits and Vegetables,59.9904,2009,Medium,Tier 3,Supermarket Type2,644.4944,15
FDN56,5.46,Regular,0.107223632,Fruits and Vegetables,144.8786,1999,Medium,Tier 1,Supermarket Type1,3323.0078,25
FDR56,15.5,Regular,0.101335811,Fruits and Vegetables,196.5768,2007,Small,Tier 2,Supermarket Type1,3350.3056,17
FDX40,12.85,Low Fat,0.098993139,Frozen Foods,39.3164,1997,Small,Tier 1,Supermarket Type1,540.6296,27
FDB34,15.25,Low Fat,0.026760329,Snack Foods,86.0198,2007,Small,Tier 2,Supermarket Type1,2006.0554,17
FDY47,8.6,Regular,0.054594957,Breads,130.531,2002,Small,Tier 2,Supermarket Type1,1298.31,22
DRB01,7.39,Low Fat,0.082170947,Soft Drinks,190.953,1987,High,Tier 3,Supermarket Type1,2466.789,37
FDR51,9.035,Regular,0.173821519,Meat,151.4708,2002,Small,Tier 2,Supermarket Type1,2407.5328,22
FDR48,11.65,Low Fat,0.131708682,Baking Goods,152.3024,1999,Medium,Tier 1,Supermarket Type1,1518.024,25
FDZ25,15.7,Regular,0.027594064,Canned,171.179,1987,High,Tier 3,Supermarket Type1,1867.569,37
FDJ04,18.0,Low Fat,0.12470444,Frozen Foods,120.3124,2002,Small,Tier 2,Supermarket Type1,2725.7852,22
